"ensembl_gene_id","external_gene_name","description","gene_biotype","baseMean","log2FoldChange","lfcSE","pvalue","padj","diffexpressed","delabel"
"ENSG00000135312","HTR1B","5-hydroxytryptamine receptor 1B [Source:HGNC Symbol;Acc:HGNC:5287]","protein_coding",678.938100781435,12.2993383935284,1.0669921189754,2.59698638483267e-30,7.48679337325519e-29,"UP",NA
"ENSG00000136286","MYO1G","myosin IG [Source:HGNC Symbol;Acc:HGNC:13880]","protein_coding",21357.5549605818,-10.8797138730213,0.470289925815892,5.82725006746676e-118,4.14521433549248e-115,"DOWN",NA
"ENSG00000137251","TINAG","tubulointerstitial nephritis antigen [Source:HGNC Symbol;Acc:HGNC:14599]","protein_coding",208.445370814789,-10.050236846149,3.01541222063182,5.25468227031444e-10,3.91302615335062e-09,"DOWN",NA
"ENSG00000146151","HMGCLL1","3-hydroxymethyl-3-methylglutaryl-CoA lyase like 1 [Source:HGNC Symbol;Acc:HGNC:21359]","protein_coding",245.921441085844,10.2685649122313,0.96533246035969,5.50023727027465e-26,1.25002996236737e-24,"UP",NA
"ENSG00000146192","FGD2","FYVE, RhoGEF and PH domain containing 2 [Source:HGNC Symbol;Acc:HGNC:3664]","protein_coding",3972.48496398891,-10.7633347307982,0.97342357858703,1.51525230320752e-28,3.98107008637737e-27,"DOWN",NA
"ENSG00000146250","PRSS35","serine protease 35 [Source:HGNC Symbol;Acc:HGNC:21387]","protein_coding",113.95551939365,10.5116310633986,1.41805278273416,8.1933122350848e-20,1.29016328908192e-18,"UP",NA
"ENSG00000160963","COL26A1","collagen type XXVI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:18038]","protein_coding",1056.24678488861,12.9467065001939,1.06392105589637,1.40015406124816e-33,4.70921792656681e-32,"UP",NA
"ENSG00000177706","FAM20C","FAM20C golgi associated secretory pathway kinase [Source:HGNC Symbol;Acc:HGNC:22140]","protein_coding",1844.44734274042,13.2402323557723,0.92364961105325,2.06260365542383e-45,1.11789189355104e-43,"UP",NA
"ENSG00000181577","LINC03040","long intergenic non-protein coding RNA 3040 [Source:HGNC Symbol;Acc:HGNC:28692]","lncRNA",3876.20571762394,-11.2842392820622,1.04911941571846,1.18166056329004e-25,2.63916559402314e-24,"DOWN",NA
"ENSG00000183742","MACC1","MET transcriptional regulator MACC1 [Source:HGNC Symbol;Acc:HGNC:30215]","protein_coding",7889.87413555564,-12.2281071142423,1.2192131413692,3.55853806033722e-24,7.26881851894008e-23,"DOWN",NA
"ENSG00000213187","COPS5P1","COP9 signalosome subunit 5 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:24332]","processed_pseudogene",31.1576812219742,10.7390924888918,3.08975458600843,9.28454791416433e-12,8.12119662925397e-11,"UP",NA
"ENSG00000213237","PTMAP10","prothymosin alpha pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:53978]","processed_pseudogene",29.6165101390205,10.6450701617855,3.09004427395071,2.22295204567326e-11,1.87914074591761e-10,"UP",NA
"ENSG00000213312","RPL7AP34","ribosomal protein L7a pseudogene 34 [Source:HGNC Symbol;Acc:HGNC:36778]","processed_pseudogene",237.123418332491,10.7565293997262,1.07553912913369,2.96712388754477e-23,5.72383343025078e-22,"UP",NA
"ENSG00000213455","PPIAP82","peptidylprolyl isomerase A pseudogene 82 [Source:HGNC Symbol;Acc:HGNC:53706]","processed_pseudogene",85.5864325163082,12.4815921459889,3.1598332701153,3.98254623912426e-19,6.01482859278353e-18,"UP",NA
"ENSG00000217733","CCT7P1","chaperonin containing TCP1 subunit 7 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:35149]","processed_pseudogene",81.4274337966883,12.4073959875342,3.14705491129768,3.01907071345043e-19,4.61109168440786e-18,"UP",NA
"ENSG00000218582","GAPDHP63","glyceraldehyde 3 phosphate dehydrogenase pseudogene 63 [Source:HGNC Symbol;Acc:HGNC:4157]","processed_pseudogene",92.8176324883556,10.1844553209138,1.43508513860679,3.64526623329382e-18,5.14496058542373e-17,"UP",NA
"ENSG00000234956","LINC02539","long intergenic non-protein coding RNA 2539 [Source:HGNC Symbol;Acc:HGNC:53572]","lncRNA",233.592226065674,-10.2516448057018,3.02642960105287,1.82618596635228e-10,1.41663837204437e-09,"DOWN",NA
"ENSG00000237064","EIF3IP1","eukaryotic translation initiation factor 3 subunit I pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:13277]","processed_pseudogene",56.825073570759,11.7968163162985,3.12010756425721,3.44853770879437e-16,4.27558570658104e-15,"UP",NA
"ENSG00000237632","S100A11P1","S100A11 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:10491]","processed_pseudogene",132.972099423642,13.2175354739239,3.20008672119135,3.74718644041245e-23,7.18964551419392e-22,"UP",NA
"ENSG00000242703","CCT4P1","chaperonin containing TCP1 subunit 4 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:35151]","processed_pseudogene",163.523386719178,13.5495201194953,3.22598898546321,1.72708552096951e-24,3.59754695561249e-23,"UP",NA
"ENSG00000243775","OSTCP1","oligosaccharyltransferase complex subunit pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:30530]","transcribed_processed_pseudogene",127.984683412181,10.6794567594628,1.41290076671336,1.22937010856043e-20,2.03256810394993e-19,"UP",NA
"ENSG00000266265","KLF14","KLF transcription factor 14 [Source:HGNC Symbol;Acc:HGNC:23025]","protein_coding",157.183822985341,13.4898561210362,3.2182888228349,1.56985628808119e-24,3.27483070535647e-23,"UP",NA
"ENSG00000286646","MAP3K5-AS2","MAP3K5 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:56125]","lncRNA",650.256872707443,-11.9620084195552,3.20266731006426,1.23722575007428e-13,1.28669669198149e-12,"DOWN",NA
"ENSG00000006468","ETV1","ETS variant transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3490]","protein_coding",1352.72727785876,10.8175649154756,0.666372096240763,9.42962524842487e-60,8.9735972180161e-58,"UP",NA
"ENSG00000010671","BTK","Bruton tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:1133]","protein_coding",13909.1240150834,-14.0620291234806,1.37507740992362,1.24602760630308e-23,2.44513582825846e-22,"DOWN",NA
"ENSG00000078589","P2RY10","P2Y receptor family member 10 [Source:HGNC Symbol;Acc:HGNC:19906]","protein_coding",21459.983987357,-17.5798827659442,3.75311592277808,5.92073740139233e-28,1.49883151262649e-26,"DOWN",NA
"ENSG00000089472","HEPH","hephaestin [Source:HGNC Symbol;Acc:HGNC:4866]","protein_coding",209.24088445083,-10.0453855170831,3.02459301965975,7.29095772434976e-10,5.35234548732322e-09,"DOWN",NA
"ENSG00000101825","MXRA5","matrix remodeling associated 5 [Source:HGNC Symbol;Acc:HGNC:7539]","protein_coding",32.3082156406977,10.8054803295838,3.0902692766869,5.09274912462677e-12,4.56838220656148e-11,"UP",NA
"ENSG00000102109","PCSK1N","proprotein convertase subtilisin/kexin type 1 inhibitor [Source:HGNC Symbol;Acc:HGNC:17301]","protein_coding",249.997580663411,11.687042204612,1.39854216003216,3.22665420429185e-25,7.0084899793069e-24,"UP",NA
"ENSG00000105851","PIK3CG","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma [Source:HGNC Symbol;Acc:HGNC:8978]","protein_coding",2750.2993578443,-14.317667996378,3.43652907121936,4.09456861345891e-19,6.18073503062917e-18,"DOWN",NA
"ENSG00000105997","HOXA3","homeobox A3 [Source:HGNC Symbol;Acc:HGNC:5104]","protein_coding",137.852119560107,13.2733569788247,3.20818263592764,3.68609910091196e-23,7.07721078389669e-22,"UP",NA
"ENSG00000106031","HOXA13","homeobox A13 [Source:HGNC Symbol;Acc:HGNC:5102]","protein_coding",395.057609096229,10.2622571607481,0.795426143845188,3.8634970783447e-38,1.57270308822919e-36,"UP",NA
"ENSG00000120280","TASL","TLR adaptor interacting with endolysosomal SLC15A4 [Source:HGNC Symbol;Acc:HGNC:25667]","protein_coding",4081.38389946871,-14.9290911604582,3.4646749634125,6.79222188710042e-21,1.13618977998563e-19,"DOWN",NA
"ENSG00000122122","SASH3","SAM and SH3 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:15975]","protein_coding",9412.76264855825,-16.2873052210632,3.62145976910517,9.48876339653386e-25,2.00291746057103e-23,"DOWN",NA
"ENSG00000123576","ESX1","ESX homeobox 1 [Source:HGNC Symbol;Acc:HGNC:14865]","protein_coding",123.9485798087,13.100935595535,3.19189492496313,1.62623609438807e-22,3.01256001495561e-21,"UP",NA
"ENSG00000147100","SLC16A2","solute carrier family 16 member 2 [Source:HGNC Symbol;Acc:HGNC:10923]","protein_coding",3193.98335418628,10.4680078953012,0.812045977800559,2.38982091400979e-38,9.81240465905262e-37,"UP",NA
"ENSG00000147138","GPR174","G protein-coupled receptor 174 [Source:HGNC Symbol;Acc:HGNC:30245]","protein_coding",4801.83384300839,-15.1587280343326,3.45498273447148,1.93103356708408e-21,3.33813056608812e-20,"DOWN",NA
"ENSG00000147168","IL2RG","interleukin 2 receptor subunit gamma [Source:HGNC Symbol;Acc:HGNC:6010]","protein_coding",3462.98645688968,-14.5861880668763,3.56996138338261,4.07681447042867e-16,5.02389254835762e-15,"DOWN",NA
"ENSG00000147234","FRMPD3","FERM and PDZ domain containing 3 [Source:HGNC Symbol;Acc:HGNC:29382]","protein_coding",136.475686965695,10.7775245455236,1.40902000203344,3.80400732339697e-21,6.43897824984756e-20,"UP",NA
"ENSG00000147381","MAGEA4","MAGE family member A4 [Source:HGNC Symbol;Acc:HGNC:6802]","protein_coding",8632.1854848606,19.7848645568543,3.69155793881953,1.03393309051163e-57,9.0801025177216e-56,"UP",NA
"ENSG00000158517","NCF1","neutrophil cytosolic factor 1 [Source:HGNC Symbol;Acc:HGNC:7660]","protein_coding",7089.07784564926,-15.7774792082948,3.5167764454109,5.89071043175539e-23,1.12191616214972e-21,"DOWN",NA
"ENSG00000158813","EDA","ectodysplasin A [Source:HGNC Symbol;Acc:HGNC:3157]","protein_coding",42.9759093981429,11.315622650633,3.09863121539019,3.37203103058692e-14,3.64128162976548e-13,"UP",NA
"ENSG00000165178","NCF1C","neutrophil cytosolic factor 1C pseudogene [Source:HGNC Symbol;Acc:HGNC:32523]","unprocessed_pseudogene",3401.98334771789,-11.144797189611,1.02216467807335,4.84837806701768e-26,1.10452961984725e-24,"DOWN",NA
"ENSG00000165186","PTCHD1","patched domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26392]","protein_coding",509.953504240943,11.8801821008524,1.06219084201878,1.2751806680453e-28,3.36898706857576e-27,"UP",NA
"ENSG00000170381","SEMA3E","semaphorin 3E [Source:HGNC Symbol;Acc:HGNC:10727]","protein_coding",643.937364148854,10.5187000264479,2.13478019505776,1.56217784424809e-07,8.92037093723364e-07,"UP",NA
"ENSG00000171004","HS6ST2","heparan sulfate 6-O-sulfotransferase 2 [Source:HGNC Symbol;Acc:HGNC:19133]","protein_coding",885.609065094096,12.6955568145462,1.05646326245373,1.03377552754408e-32,3.30877939940826e-31,"UP",NA
"ENSG00000171115","GIMAP8","GTPase, IMAP family member 8 [Source:HGNC Symbol;Acc:HGNC:21792]","protein_coding",622.456820734893,-11.893023752708,3.18950971681578,1.32816407273612e-13,1.37975832514179e-12,"DOWN",NA
"ENSG00000173198","CYSLTR1","cysteinyl leukotriene receptor 1 [Source:HGNC Symbol;Acc:HGNC:17451]","protein_coding",2443.51519308213,-14.1350959344346,3.40923706049648,5.13731113192138e-19,7.72605977524793e-18,"DOWN",NA
"ENSG00000178556","CKS1BP6","CDC28 protein kinase regulatory subunit 1B pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:24608]","processed_pseudogene",33.6220050305858,10.8715195340673,3.09757471905393,4.15515389034651e-12,3.75932428603878e-11,"UP",NA
"ENSG00000180155","LYNX1","Ly6/neurotoxin 1 [Source:HGNC Symbol;Acc:HGNC:29604]","protein_coding",1110.39996514771,11.0780763712264,0.875040517603087,4.61547788829741e-37,1.80644852590942e-35,"UP",NA
"ENSG00000185811","IKZF1","IKAROS family zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:13176]","protein_coding",8307.05348496433,-12.4347751214402,1.03363299596712,1.08175840979746e-31,3.32401228859362e-30,"DOWN",NA
"ENSG00000189221","MAOA","monoamine oxidase A [Source:HGNC Symbol;Acc:HGNC:6833]","protein_coding",196.633435772098,10.4632903096603,1.09807918781656,2.03985948905594e-21,3.51557612971519e-20,"UP",NA
"ENSG00000196664","TLR7","toll like receptor 7 [Source:HGNC Symbol;Acc:HGNC:15631]","protein_coding",9482.84658608463,-13.5142890876528,1.35014857749162,1.92188196333602e-22,3.53720759280485e-21,"DOWN",NA
"ENSG00000197172","MAGEA6","MAGE family member A6 [Source:HGNC Symbol;Acc:HGNC:6804]","protein_coding",1194.8570193362,11.2083386372674,0.682873069318877,4.64138076285236e-61,4.61768700091613e-59,"UP",NA
"ENSG00000197582","GPX1P1","glutathione peroxidase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:4560]","processed_pseudogene",636.408741842737,-11.8459336033377,3.27199100337689,7.71945708231251e-12,6.80450532280422e-11,"DOWN",NA
"ENSG00000198286","CARD11","caspase recruitment domain family member 11 [Source:HGNC Symbol;Acc:HGNC:16393]","protein_coding",2575.79086642028,-14.1972046318371,3.4401889510307,3.23416197421462e-18,4.58519406149989e-17,"DOWN",NA
"ENSG00000198910","L1CAM","L1 cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:6470]","protein_coding",7808.61135812792,10.0395955202573,0.475085809409667,1.18944322109336e-99,4.83491677328435e-97,"UP",NA
"ENSG00000204379","XAGE1A","X antigen family member 1A [Source:HGNC Symbol;Acc:HGNC:4111]","protein_coding",27.0239328866069,10.4531133609434,3.11190569414064,3.03232070806431e-10,2.30084409139365e-09,"UP",NA
"ENSG00000205038","PKHD1L1","PKHD1 like 1 [Source:HGNC Symbol;Acc:HGNC:20313]","protein_coding",4089.27554272487,-12.2714339588511,1.37859160030077,3.41255499147019e-18,4.82368801427187e-17,"DOWN",NA
"ENSG00000215319","EIF5P1","eukaryotic translation initiation factor 5 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:51465]","processed_pseudogene",38.7819091511603,11.1342442973231,3.09478428098894,2.18151149880954e-13,2.22882327422358e-12,"UP",NA
"ENSG00000221867","MAGEA3","MAGE family member A3 [Source:HGNC Symbol;Acc:HGNC:6801]","protein_coding",1790.71992978273,13.1731274665835,0.903317070724545,1.41328336865489e-46,8.02665967499125e-45,"UP",NA
"ENSG00000227855","DPY19L2P3","DPY19L2 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:22367]","transcribed_unprocessed_pseudogene",172.279740527874,10.2605421878695,1.10802078760908,2.22720887484534e-20,3.62753298940178e-19,"UP",NA
"ENSG00000229165","GDI2P1","GDP dissociation inhibitor 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:4228]","processed_pseudogene",104.368119116433,12.8191728630225,3.17330675217067,3.20569380636967e-21,5.4424111913152e-20,"UP",NA
"ENSG00000229967","MAGEA4-AS1","MAGEA4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53860]","lncRNA",60.5468096679291,11.9088311070262,3.12106985546391,6.69636225606288e-17,8.70037861342526e-16,"UP",NA
"ENSG00000232177","MTND4P24","MT-ND4 pseudogene 24 [Source:HGNC Symbol;Acc:HGNC:42220]","processed_pseudogene",916.059630974013,16.2879839525146,3.42482476290256,3.56860258494764e-38,1.4568295258551e-36,"UP",NA
"ENSG00000232267","ACTR3P2","ACTR3 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:38676]","processed_pseudogene",84.5311515365627,12.469525645412,3.14978254623012,1.44229361145072e-19,2.23889920459459e-18,"UP",NA
"ENSG00000234456","MAGI2-AS3","MAGI2 antisense RNA 3 [Source:HGNC Symbol;Acc:HGNC:40862]","lncRNA",1477.25504709776,11.9577255513017,0.714277771647877,1.60333893659687e-62,1.68344671962832e-60,"UP",NA
"ENSG00000237506","RPSAP15","ribosomal protein SA pseudogene 15 [Source:HGNC Symbol;Acc:HGNC:31464]","processed_pseudogene",5388.17200693542,-10.560802954109,0.771113058385859,1.25313383048846e-42,6.13712048411681e-41,"DOWN",NA
"ENSG00000237793","RPL18AP16","ribosomal protein L18a pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:36288]","processed_pseudogene",51.321158744174,11.6231127697888,3.11016195334963,1.56869364285959e-15,1.8497973026907e-14,"UP",NA
"ENSG00000242258","LINC00996","long intergenic non-protein coding RNA 996 [Source:HGNC Symbol;Acc:HGNC:27800]","lncRNA",2908.38824648132,-14.4075806470103,3.44511586563565,2.39688512504762e-19,3.67660212119165e-18,"DOWN",NA
"ENSG00000253677","UBE2HP1","ubiquitin conjugating enzyme E2 H pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:31079]","processed_pseudogene",28.1394657779678,10.5191447678601,3.11487555590447,2.0484319333275e-10,1.57615149353436e-09,"UP",NA
"ENSG00000254025","BRIX1P1","BRIX1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:51527]","processed_pseudogene",78.6152244717805,12.3480517751754,3.14409957333159,5.86937712415848e-19,8.76678512812627e-18,"UP",NA
"ENSG00000254102","BHLHE22-AS1","BHLHE22 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56147]","lncRNA",248.077603330016,-10.3105209048288,3.07707443352556,5.69490949438688e-10,4.23088654708314e-09,"DOWN",NA
"ENSG00000274536","MIR223HG","MIR223 host gene [Source:HGNC Symbol;Acc:HGNC:54520]","lncRNA",374.297245387592,-10.837894828061,3.29909160703271,5.9234999959878e-09,3.97329723917579e-08,"DOWN",NA
"ENSG00000277215","SPANXA2-OT1","SPANXA2 overlapping transcript 1 [Source:HGNC Symbol;Acc:HGNC:31683]","lncRNA",32.9048584240264,10.8385377230847,3.09023576834501,3.67164970759709e-12,3.33460328056073e-11,"UP",NA
"ENSG00000286051","MAGEA6-DT","MAGEA6 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55139]","lncRNA",42.0916330101332,11.27969774952,3.09739438581459,4.7462277772336e-14,5.07703628471447e-13,"UP",NA
"ENSG00000287394","MAGEA3-DT","MAGEA3 divergent transcript [Source:HGNC Symbol;Acc:HGNC:56247]","lncRNA",160.652927005193,13.522884423636,3.22309772427152,1.8978460526219e-24,3.93022646152137e-23,"UP",NA
"ENSG00000011347","SYT7","synaptotagmin 7 [Source:HGNC Symbol;Acc:HGNC:11514]","protein_coding",157.482038075503,10.1490502538813,1.09105776823249,1.94336885197032e-20,3.17431787106565e-19,"UP",NA
"ENSG00000050555","LAMC3","laminin subunit gamma 3 [Source:HGNC Symbol;Acc:HGNC:6494]","protein_coding",1484.97908825553,11.563058922827,0.659008106857826,1.24037919579839e-68,1.62644007544919e-66,"UP",NA
"ENSG00000069482","GAL","galanin and GMAP prepropeptide [Source:HGNC Symbol;Acc:HGNC:4114]","protein_coding",879.463173302233,12.6810410382618,1.05751666720204,1.29985117314896e-32,4.14640866376464e-31,"UP",NA
"ENSG00000107014","RLN2","relaxin 2 [Source:HGNC Symbol;Acc:HGNC:10027]","protein_coding",292.978915278121,-10.5952988221471,3.10165807582857,1.77593916425063e-10,1.37954062188336e-09,"DOWN",NA
"ENSG00000120885","CLU","clusterin [Source:HGNC Symbol;Acc:HGNC:2095]","protein_coding",13758.6856009519,10.2352775605641,0.425531205261934,2.69883952528433e-128,2.7425992804443e-125,"UP",NA
"ENSG00000130558","OLFM1","olfactomedin 1 [Source:HGNC Symbol;Acc:HGNC:17187]","protein_coding",2644.4049926,12.4104002593456,0.691339574709597,2.82716038459066e-71,3.98237730609617e-69,"UP",NA
"ENSG00000131668","BARX1","BARX homeobox 1 [Source:HGNC Symbol;Acc:HGNC:955]","protein_coding",713.613979356785,10.1715497700942,0.608694742074309,5.89142194967192e-63,6.27844644778895e-61,"UP",NA
"ENSG00000135047","CTSL","cathepsin L [Source:HGNC Symbol;Acc:HGNC:2537]","protein_coding",4313.59897935851,10.969039171817,0.444464472233655,1.17074847377402e-134,1.33249908291063e-131,"UP",NA
"ENSG00000136573","BLK","BLK proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:1057]","protein_coding",4963.81243258075,-11.6469047406653,1.06059593916063,3.11027121422964e-27,7.59653709267728e-26,"DOWN",NA
"ENSG00000136869","TLR4","toll like receptor 4 [Source:HGNC Symbol;Acc:HGNC:11850]","protein_coding",291.313282106896,-10.6018988714835,3.08033958832124,9.18218260080981e-11,7.32874680851171e-10,"DOWN",NA
"ENSG00000136944","LMX1B","LIM homeobox transcription factor 1 beta [Source:HGNC Symbol;Acc:HGNC:6654]","protein_coding",266.626343926481,14.3407698405771,3.28059872412758,1.01500645009865e-28,2.69915827393524e-27,"UP",NA
"ENSG00000137078","SIT1","signaling threshold regulating transmembrane adaptor 1 [Source:HGNC Symbol;Acc:HGNC:17710]","protein_coding",14364.0460032053,-16.9266390588792,3.71548966296156,1.34556710214843e-24,2.82142714255943e-23,"DOWN",NA
"ENSG00000137693","YAP1","Yes1 associated transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:16262]","protein_coding",6203.20568676751,12.4708819249498,0.589440756828566,1.55461244578488e-99,6.23027359610744e-97,"UP",NA
"ENSG00000147443","DOK2","docking protein 2 [Source:HGNC Symbol;Acc:HGNC:2991]","protein_coding",1834.48920894761,-13.6640149910588,3.37087143678835,1.54878960720855e-17,2.09753733857744e-16,"DOWN",NA
"ENSG00000154589","LY96","lymphocyte antigen 96 [Source:HGNC Symbol;Acc:HGNC:17156]","protein_coding",1788.55621963956,-13.6022127382776,3.38744198582711,1.18820548258686e-16,1.52225118422002e-15,"DOWN",NA
"ENSG00000158806","NPM2","nucleophosmin/nucleoplasmin 2 [Source:HGNC Symbol;Acc:HGNC:7930]","protein_coding",219.094169941803,-10.1482269447904,3.00966535666744,2.2657897705908e-10,1.73916326227113e-09,"DOWN",NA
"ENSG00000164736","SOX17","SRY-box transcription factor 17 [Source:HGNC Symbol;Acc:HGNC:18122]","protein_coding",56.846449144726,11.7998424999274,3.11801803708161,2.6031221075565e-16,3.26296195807986e-15,"UP",NA
"ENSG00000165152","PGAP4","post-GPI attachment to proteins GalNAc transferase 4 [Source:HGNC Symbol;Acc:HGNC:28180]","protein_coding",1009.40818988931,10.4291215696659,0.65856590012639,1.78569162884721e-56,1.47703690718658e-54,"UP",NA
"ENSG00000168077","SCARA3","scavenger receptor class A member 3 [Source:HGNC Symbol;Acc:HGNC:19000]","protein_coding",197.105518609402,10.4842803706884,1.08255058226118,5.94282314867314e-22,1.06484313521628e-20,"UP",NA
"ENSG00000168913","ENHO","energy homeostasis associated [Source:HGNC Symbol;Acc:HGNC:24838]","protein_coding",164.627295179682,13.5648817286984,3.22367009499501,6.51173209312442e-25,1.3868624624084e-23,"UP",NA
"ENSG00000176907","TCIM","transcriptional and immune response regulator [Source:HGNC Symbol;Acc:HGNC:1357]","protein_coding",962.362636760018,16.3734798142306,3.43791621112169,7.46325129304313e-39,3.12293165135661e-37,"UP",NA
"ENSG00000178919","FOXE1","forkhead box E1 [Source:HGNC Symbol;Acc:HGNC:3806]","protein_coding",1868.96245100885,13.7816945807619,1.06216313178352,6.14778005326112e-38,2.4883205353555e-36,"UP",NA
"ENSG00000213539","YBX1P6","Y-box binding protein 1 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:42427]","processed_pseudogene",596.204247873659,11.1880723127694,0.819798287910828,8.73305474946563e-42,4.13461463962221e-40,"UP",NA
"ENSG00000213612","FAM220CP","family with sequence similarity 220 member C, pseudogene [Source:HGNC Symbol;Acc:HGNC:43640]","processed_pseudogene",22.7521799643277,10.1434783026214,3.09965256654086,1.65321407018057e-09,1.16812895835406e-08,"UP",NA
"ENSG00000226562","CYP4F26P","cytochrome P450 family 4 subfamily F member 26, pseudogene [Source:HGNC Symbol;Acc:HGNC:39948]","lncRNA",22.6491769047784,10.1358720222788,3.09917033533476,1.71139248838328e-09,1.20803676170821e-08,"UP",NA
"ENSG00000229814","RPL35AP21","ribosomal protein L35a pseudogene 21 [Source:HGNC Symbol;Acc:HGNC:36814]","processed_pseudogene",315.850804548329,12.0386918477389,1.3927897044697,5.68160149769303e-27,1.36887628294121e-25,"UP",NA
"ENSG00000253517","XRCC6P4","X-ray repair cross complementing 6 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:45186]","processed_pseudogene",30.2734048339646,10.6859245706076,3.0903365451523,1.56903003549529e-11,1.34311614410298e-10,"UP",NA
"ENSG00000254352","C4orf46P3","C4orf46 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:55884]","processed_pseudogene",783.078593733811,-12.0270788362854,3.44294820375119,4.46605977868071e-10,3.34766240628506e-09,"DOWN",NA
"ENSG00000254543","HSPD1P2","heat shock protein family D (Hsp60) member 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:5263]","processed_pseudogene",96.5301354475773,12.6869772281508,3.16957500925052,2.89914523252533e-20,4.68675661464314e-19,"UP",NA
"ENSG00000277586","NEFL","neurofilament light chain [Source:HGNC Symbol;Acc:HGNC:7739]","protein_coding",2821.84251908984,12.662109481005,0.690020389590408,2.35440324813113e-75,3.80637443308655e-73,"UP",NA
"ENSG00000048740","CELF2","CUGBP Elav-like family member 2 [Source:HGNC Symbol;Acc:HGNC:2550]","protein_coding",13087.6348946423,-13.0598692059829,1.06036750710182,9.87840963479002e-34,3.37026699938028e-32,"DOWN",NA
"ENSG00000095585","BLNK","B cell linker [Source:HGNC Symbol;Acc:HGNC:14211]","protein_coding",9100.54188593585,-16.0540132143844,3.38355168438786,1.16737520910797e-24,2.4550254397604e-23,"DOWN",NA
"ENSG00000107984","DKK1","dickkopf WNT signaling pathway inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:2891]","protein_coding",2627.34158174088,12.6162863359472,2.16354754912603,1.4270940351476e-09,1.01490961449862e-08,"UP",NA
"ENSG00000110777","POU2AF1","POU class 2 homeobox associating factor 1 [Source:HGNC Symbol;Acc:HGNC:9211]","protein_coding",21531.1221222685,-14.6759572681686,1.5399560694497,2.58999593787314e-21,4.42086049287596e-20,"DOWN",NA
"ENSG00000128815","WDFY4","WDFY family member 4 [Source:HGNC Symbol;Acc:HGNC:29323]","protein_coding",12474.8275283529,-16.676501288696,3.72352356311062,2.2995817546062e-22,4.21599866272969e-21,"DOWN",NA
"ENSG00000130413","STK33","serine/threonine kinase 33 [Source:HGNC Symbol;Acc:HGNC:14568]","protein_coding",454.506901822646,-11.3923716639635,3.11977967392853,5.06684830617876e-13,4.98692845741994e-12,"DOWN",NA
"ENSG00000130592","LSP1","lymphocyte specific protein 1 [Source:HGNC Symbol;Acc:HGNC:6707]","protein_coding",18179.5793102371,-12.6415593436624,0.86490827059697,1.0779978940744e-47,6.41701926317844e-46,"DOWN",NA
"ENSG00000132274","TRIM22","tripartite motif containing 22 [Source:HGNC Symbol;Acc:HGNC:16379]","protein_coding",30786.7923408963,-11.8536256484762,0.571881893800937,1.94851649970366e-96,6.93038606032099e-94,"DOWN",NA
"ENSG00000134802","SLC43A3","solute carrier family 43 member 3 [Source:HGNC Symbol;Acc:HGNC:17466]","protein_coding",5826.17573097271,-15.5305665730516,3.54105437839623,5.71349929144061e-23,1.08889423200704e-21,"DOWN",NA
"ENSG00000137731","FXYD2","FXYD domain containing ion transport regulator 2 [Source:HGNC Symbol;Acc:HGNC:4026]","protein_coding",251.407557680301,-10.345824173164,3.0648525749979,3.25158107723077e-10,2.46130587846567e-09,"DOWN",NA
"ENSG00000138119","MYOF","myoferlin [Source:HGNC Symbol;Acc:HGNC:3656]","protein_coding",9263.46204759743,12.430842893551,0.921096788086489,1.27714563773878e-41,5.9966834944256e-40,"UP",NA
